"language","id","productCode","active","name","description","benefits","brand","width","height","depth","diameter","volume","weight","countryOfOrigin","customsCode","listImage","packaging.width","packaging.height","packaging.depth","packaging.volume","packaging.capacity","packaging.weight","materials","imprintRequired","imprintTemplate","price.type","price.currency","minQty.1","maxQty.1","price.1","minQty.2","maxQty.2","price.2","minQty.3","maxQty.3","price.3","minQty.4","maxQty.4","price.4","minQty.5","maxQty.5","price.5","minQty.6","maxQty.6","price.6","minQty.7","maxQty.7","price.7","minQty.8","maxQty.8","price.8","minQty.9","maxQty.9","price.9","minQty.10","maxQty.10","price.10"
"es","01tSo000000XhkYIAS","3460001072","1","BIC® 4 Colours® Pastel + Lanyard","¡Descubre nuestro nuevo BIC® 4 Colours® Pastel! Sé creativo con los nuevos colores pastel de moda. ¡Crea diseños únicos con un lenguaje visual de ensueño! Nuestros bolígrafos BIC® 4 Colours® tienen una longitud media de escritura de 8.000 m (pruebas SGS - longitud media de escritura para tinta azul, negra, roja y verde). Nuestro icónico BIC® 4 Colours® es cada vez más sostenible, ¡Ahora con un 13% menos de plástico en la parte superior!","¡4 bolígrafos en 1! | Gran área de impresión, casi 360º. | Mecanismo de retracción confiable: los cartuchos no bloquean. | Fabricación completa interna. | La pelota de carburo de tungsteno perfectamente esférica contribuye a una escritura constante. | Tinta de larga duración: alta calidad, secado rápido y escritura suave. | Diseño icónico con más de 45 años estableciendo la tendencia en los instrumentos de escritura.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","Francia","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gqPt9UTxBtJFAxlXHDIolSCApCRl5xOkRv7dwApFMuWr0zvDjbOwBvBFFONiqaY0P34gscBqXPyIxUTkHBUU22Ep3JWccwq7swoE2t7iagk4xGwMRc4XtNnw303vlUBEtAQQWbKOlXQgFC_pQVz4uKNv2cfi6CrPKzZrZGLbyvA=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/eUELs8mHqNDhoFj1LuUZv9ipQM7q_4s7ZGP6MqV9hAqr3UmA9D77JaQQCw4qxypO81qdp2icsF6Tp5Jl7pqn2DgCvKy79AJ6xZ-hUNMBIjAEUVQI2N6nRypVcpLcmyAZ_XvbFRYYrikuoFZ8RCZm7LRLLE_Qv4cqV2xk9ZWaMlI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fi","01tSo000000XhkYIAS","3460001072","1","BIC® 4 Colours® Pastel + Lanyard","Discover our new BIC® 4 Colours® Pastel! Be creative with the new trendy pastel colours - for unique designs with a dreamy visual language! Our BIC® 4 Colours® ballpoint pens have an average writing length of 8,000m (SGS tests - average writing length for blue, black, red and green ink). Our iconic BIC® 4 Colours® is becoming even more sustainable, now with 13% less plastic in the upper part!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 45 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","Ranska","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gqPt9UTxBtJFAxlXHDIolSCApCRl5xOkRv7dwApFMuWr0zvDjbOwBvBFFONiqaY0P34gscBqXPyIxUTkHBUU22Ep3JWccwq7swoE2t7iagk4xGwMRc4XtNnw303vlUBEtAQQWbKOlXQgFC_pQVz4uKNv2cfi6CrPKzZrZGLbyvA=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/eUELs8mHqNDhoFj1LuUZv9ipQM7q_4s7ZGP6MqV9hAqr3UmA9D77JaQQCw4qxypO81qdp2icsF6Tp5Jl7pqn2DgCvKy79AJ6xZ-hUNMBIjAEUVQI2N6nRypVcpLcmyAZ_XvbFRYYrikuoFZ8RCZm7LRLLE_Qv4cqV2xk9ZWaMlI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr","01tSo000000XhkYIAS","3460001072","1","BIC® 4 Couleurs® Pastel + Lanyard","Découvrez le nouveau BIC® 4 Couleurs® Pastel ! Soyez créatifs avec les nouvelles couleurs pastel - pour des designs uniques avec un langage visuel de rêve ! Nos stylos à bille BIC® 4 Couleurs® ont une longueur d'écriture moyenne de 8 000 m (tests SGS - longueur d'écriture moyenne pour les encres bleue, noire, rouge et verte). Notre iconique BIC® 4 Colours® devient de plus en plus durable, avec désormais 13% de plastique en moins dans la partie supérieure !","4 stylos en 1! | Grande imprimerie, près de 360 ​​°. | Mécanisme de rétraction fiable: les cartouches ne bloquent pas. | Fabrication interne complète. | La boule en carbure de tungstène parfaitement sphérique contribue à une écriture cohérente. | Encre longue durée: de haute qualité, séchage rapide et écriture en douceur. | Conception emblématique avec plus de 45 ans de définition de la tendance dans les instruments d'écriture.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","France","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gqPt9UTxBtJFAxlXHDIolSCApCRl5xOkRv7dwApFMuWr0zvDjbOwBvBFFONiqaY0P34gscBqXPyIxUTkHBUU22Ep3JWccwq7swoE2t7iagk4xGwMRc4XtNnw303vlUBEtAQQWbKOlXQgFC_pQVz4uKNv2cfi6CrPKzZrZGLbyvA=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plastique","1","https://api.everisbigcontent.com/edms/rest/v1/links/eUELs8mHqNDhoFj1LuUZv9ipQM7q_4s7ZGP6MqV9hAqr3UmA9D77JaQQCw4qxypO81qdp2icsF6Tp5Jl7pqn2DgCvKy79AJ6xZ-hUNMBIjAEUVQI2N6nRypVcpLcmyAZ_XvbFRYYrikuoFZ8RCZm7LRLLE_Qv4cqV2xk9ZWaMlI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"it","01tSo000000XhkYIAS","3460001072","1","BIC® 4 Colours® Pastel + Lanyard","Scopri i nuovi BIC® 4 Colours® Pastel! Scatena la tua creatività con i nuovi colori pastello di tendenza - per disegni unici con un linguaggio visivo da sogno! Le nostre penne a sfera BIC® 4 Colours® hanno una lunghezza media di scrittura di 8.000 m (test SGS - lunghezza media di scrittura per inchiostro blu, nero, rosso e verde). La nostra leggendaria BIC® 4 Colours® sta diventando sempre più sostenibile, ora con il 13% di plastica in meno nella parte superiore!","4 penne in 1! | Ampia area di stampa, quasi 360º. | Meccanismo di retrazione affidabile: le cartucce non si bloccano. | Produzione interna. | La palla in carburo di tungsteno perfettamente sferiche contribuisce a una scrittura costante. | Inchiostro di lunga durata: alta qualità, asciugatura rapida e scrittura liscia. | Design iconico con più di 45 anni che imposta la tendenza nella scrittura di strumenti.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","Francia","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gqPt9UTxBtJFAxlXHDIolSCApCRl5xOkRv7dwApFMuWr0zvDjbOwBvBFFONiqaY0P34gscBqXPyIxUTkHBUU22Ep3JWccwq7swoE2t7iagk4xGwMRc4XtNnw303vlUBEtAQQWbKOlXQgFC_pQVz4uKNv2cfi6CrPKzZrZGLbyvA=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plastica","1","https://api.everisbigcontent.com/edms/rest/v1/links/eUELs8mHqNDhoFj1LuUZv9ipQM7q_4s7ZGP6MqV9hAqr3UmA9D77JaQQCw4qxypO81qdp2icsF6Tp5Jl7pqn2DgCvKy79AJ6xZ-hUNMBIjAEUVQI2N6nRypVcpLcmyAZ_XvbFRYYrikuoFZ8RCZm7LRLLE_Qv4cqV2xk9ZWaMlI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"nl","01tSo000000XhkYIAS","3460001072","1","BIC® 4 Colours® Pastel + Lanyard","Ontdek onze nieuwe BIC® 4 Colours® Pastel! Wees creatief met de nieuwe trendy pastelkleuren - voor unieke ontwerpen met een dromerige beeldtaal! Onze BIC® 4 Colours® balpennen hebben een gemiddelde schrijflengte van 8.000 m (SGS-tests - gemiddelde schrijflengte voor blauwe, zwarte, rode en groene inkt). Onze iconische BIC® 4 Colours® wordt nog duurzamer, nu met 13% minder plastic in het bovenste gedeelte!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 45 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","Frankrijk","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gqPt9UTxBtJFAxlXHDIolSCApCRl5xOkRv7dwApFMuWr0zvDjbOwBvBFFONiqaY0P34gscBqXPyIxUTkHBUU22Ep3JWccwq7swoE2t7iagk4xGwMRc4XtNnw303vlUBEtAQQWbKOlXQgFC_pQVz4uKNv2cfi6CrPKzZrZGLbyvA=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plastiek","1","https://api.everisbigcontent.com/edms/rest/v1/links/eUELs8mHqNDhoFj1LuUZv9ipQM7q_4s7ZGP6MqV9hAqr3UmA9D77JaQQCw4qxypO81qdp2icsF6Tp5Jl7pqn2DgCvKy79AJ6xZ-hUNMBIjAEUVQI2N6nRypVcpLcmyAZ_XvbFRYYrikuoFZ8RCZm7LRLLE_Qv4cqV2xk9ZWaMlI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pt","01tSo000000XhkYIAS","3460001072","1","BIC® 4 Colours® Pastel + Lanyard","Discover our new BIC® 4 Colours® Pastel! Be creative with the new trendy pastel colours - for unique designs with a dreamy visual language! Our BIC® 4 Colours® ballpoint pens have an average writing length of 8,000m (SGS tests - average writing length for blue, black, red and green ink). Our iconic BIC® 4 Colours® is becoming even more sustainable, now with 13% less plastic in the upper part!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 45 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","França","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gqPt9UTxBtJFAxlXHDIolSCApCRl5xOkRv7dwApFMuWr0zvDjbOwBvBFFONiqaY0P34gscBqXPyIxUTkHBUU22Ep3JWccwq7swoE2t7iagk4xGwMRc4XtNnw303vlUBEtAQQWbKOlXQgFC_pQVz4uKNv2cfi6CrPKzZrZGLbyvA=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/eUELs8mHqNDhoFj1LuUZv9ipQM7q_4s7ZGP6MqV9hAqr3UmA9D77JaQQCw4qxypO81qdp2icsF6Tp5Jl7pqn2DgCvKy79AJ6xZ-hUNMBIjAEUVQI2N6nRypVcpLcmyAZ_XvbFRYYrikuoFZ8RCZm7LRLLE_Qv4cqV2xk9ZWaMlI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"sv","01tSo000000XhkYIAS","3460001072","1","BIC® 4 Colours® Pastel + Lanyard","Discover our new BIC® 4 Colours® Pastel! Be creative with the new trendy pastel colours - for unique designs with a dreamy visual language! Our BIC® 4 Colours® ballpoint pens have an average writing length of 8,000m (SGS tests - average writing length for blue, black, red and green ink). Our iconic BIC® 4 Colours® is becoming even more sustainable, now with 13% less plastic in the upper part!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 45 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","Frankrike","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/gqPt9UTxBtJFAxlXHDIolSCApCRl5xOkRv7dwApFMuWr0zvDjbOwBvBFFONiqaY0P34gscBqXPyIxUTkHBUU22Ep3JWccwq7swoE2t7iagk4xGwMRc4XtNnw303vlUBEtAQQWbKOlXQgFC_pQVz4uKNv2cfi6CrPKzZrZGLbyvA=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/eUELs8mHqNDhoFj1LuUZv9ipQM7q_4s7ZGP6MqV9hAqr3UmA9D77JaQQCw4qxypO81qdp2icsF6Tp5Jl7pqn2DgCvKy79AJ6xZ-hUNMBIjAEUVQI2N6nRypVcpLcmyAZ_XvbFRYYrikuoFZ8RCZm7LRLLE_Qv4cqV2xk9ZWaMlI=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"de","01tSo000003ZfmXIAS","3460001124","1","BIC® 4 Colours® Rainbow Decor + Lanyard","Entdecke den neuen BIC® 4 Colours® Rainbow Decor - dein Leben, dein Stil! Bringe Farbe in deine Welt! Unsere BIC® 4 Colours® Kugelschreiber haben eine durchschnittliche Schreiblänge von 8.000 m (SGS-Tests - durchschnittliche Schreiblänge für blaue, schwarze, rote und grüne Tinte). Unser legendärer BIC® 4 Colours® wird immer nachhaltiger, jetzt mit 13% weniger Plastik im Oberteil!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 45 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","Frankreich","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/a3Z4g0IA8DzCwC0yD2gq2oe7cQlPgSK5IqoWqUN8_8Z_zkCqVq8a46RQRtIbr9Bth5qLhyIbkxKLqLVmz4U87S6iRSIJVOQMli0Ktxi3zw8wHXQh_PY0Iq_XBERanm7SzkO5bPVs9VIZTdv9-K-fE3zqx7Qmp5rr2h79_Es_3-U=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Kunststoff","1","https://api.everisbigcontent.com/edms/rest/v1/links/bD8y0gJmXcl__XOo1NZk2Bmhmk0dWFbc6nTBkxmb6QzqJaJ2Ju1u4HHrcMbZaU7d5je-4cpulXrgQBGzuzDtZfo7ITED66Ntg4PtPkjocieo9i68IYscp2-7xR4P42xuV_PXO7M0tW5-NKSWjcWPeti0kJGbvQbsdhpkHtZfmHo=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"en","01tSo000003ZfmXIAS","3460001124","1","BIC® 4 Colours® Rainbow Decor + Lanyard","Discover our new BIC® 4 Colours® Rainbow Decor - Your Life, Your Style! Colour your World! Our BIC® 4 Colours® ballpoint pens have an average writing length of 8,000m (SGS tests - average writing length for blue, black, red and green ink). Our iconic BIC® 4 Colours® is becoming even more sustainable, now with 13% less plastic in the upper part!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 45 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","France","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/a3Z4g0IA8DzCwC0yD2gq2oe7cQlPgSK5IqoWqUN8_8Z_zkCqVq8a46RQRtIbr9Bth5qLhyIbkxKLqLVmz4U87S6iRSIJVOQMli0Ktxi3zw8wHXQh_PY0Iq_XBERanm7SzkO5bPVs9VIZTdv9-K-fE3zqx7Qmp5rr2h79_Es_3-U=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/bD8y0gJmXcl__XOo1NZk2Bmhmk0dWFbc6nTBkxmb6QzqJaJ2Ju1u4HHrcMbZaU7d5je-4cpulXrgQBGzuzDtZfo7ITED66Ntg4PtPkjocieo9i68IYscp2-7xR4P42xuV_PXO7M0tW5-NKSWjcWPeti0kJGbvQbsdhpkHtZfmHo=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"es","01tSo000003ZfmXIAS","3460001124","1","BIC® 4 Colours® Rainbow Decor + Lanyard","¡Descubre nuestro nuevo BIC® 4 Colours® Rainbow Decor - Tu vida, tu estilo! Colorea tu mundo! Nuestros bolígrafos BIC® 4 Colours® tienen una longitud media de escritura de 8.000 m (pruebas SGS - longitud media de escritura para tinta azul, negra, roja y verde). Nuestro icónico BIC® 4 Colours® es cada vez más sostenible, ¡Ahora con un 13% menos de plástico en la parte superior!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 45 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","Francia","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/a3Z4g0IA8DzCwC0yD2gq2oe7cQlPgSK5IqoWqUN8_8Z_zkCqVq8a46RQRtIbr9Bth5qLhyIbkxKLqLVmz4U87S6iRSIJVOQMli0Ktxi3zw8wHXQh_PY0Iq_XBERanm7SzkO5bPVs9VIZTdv9-K-fE3zqx7Qmp5rr2h79_Es_3-U=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plástico","1","https://api.everisbigcontent.com/edms/rest/v1/links/bD8y0gJmXcl__XOo1NZk2Bmhmk0dWFbc6nTBkxmb6QzqJaJ2Ju1u4HHrcMbZaU7d5je-4cpulXrgQBGzuzDtZfo7ITED66Ntg4PtPkjocieo9i68IYscp2-7xR4P42xuV_PXO7M0tW5-NKSWjcWPeti0kJGbvQbsdhpkHtZfmHo=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fi","01tSo000003ZfmXIAS","3460001124","1","BIC® 4 Colours® Rainbow Decor + Lanyard","Discover our new BIC® 4 Colours® Rainbow Decor - Your Life, Your Style! Colour your World! Our BIC® 4 Colours® ballpoint pens have an average writing length of 8,000m (SGS tests - average writing length for blue, black, red and green ink). Our iconic BIC® 4 Colours® is becoming even more sustainable, now with 13% less plastic in the upper part!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 45 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","Ranska","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/a3Z4g0IA8DzCwC0yD2gq2oe7cQlPgSK5IqoWqUN8_8Z_zkCqVq8a46RQRtIbr9Bth5qLhyIbkxKLqLVmz4U87S6iRSIJVOQMli0Ktxi3zw8wHXQh_PY0Iq_XBERanm7SzkO5bPVs9VIZTdv9-K-fE3zqx7Qmp5rr2h79_Es_3-U=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plastic","1","https://api.everisbigcontent.com/edms/rest/v1/links/bD8y0gJmXcl__XOo1NZk2Bmhmk0dWFbc6nTBkxmb6QzqJaJ2Ju1u4HHrcMbZaU7d5je-4cpulXrgQBGzuzDtZfo7ITED66Ntg4PtPkjocieo9i68IYscp2-7xR4P42xuV_PXO7M0tW5-NKSWjcWPeti0kJGbvQbsdhpkHtZfmHo=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fr","01tSo000003ZfmXIAS","3460001124","1","BIC® 4 Couleurs® Rainbow Decor + Lanyard","Découvrez notre nouveau BIC® 4 Couleurs® Rainbow Decor - Votre vie, votre style ! Colorez votre monde ! Nos stylos à bille BIC® 4 Couleurs® ont une longueur d'écriture moyenne de 8 000 m (tests SGS - longueur d'écriture moyenne pour les encres bleue, noire, rouge et verte). Notre iconique BIC® 4 Colours® devient de plus en plus durable, avec désormais 13% de plastique en moins dans la partie supérieure !","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 45 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","France","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/a3Z4g0IA8DzCwC0yD2gq2oe7cQlPgSK5IqoWqUN8_8Z_zkCqVq8a46RQRtIbr9Bth5qLhyIbkxKLqLVmz4U87S6iRSIJVOQMli0Ktxi3zw8wHXQh_PY0Iq_XBERanm7SzkO5bPVs9VIZTdv9-K-fE3zqx7Qmp5rr2h79_Es_3-U=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plastique","1","https://api.everisbigcontent.com/edms/rest/v1/links/bD8y0gJmXcl__XOo1NZk2Bmhmk0dWFbc6nTBkxmb6QzqJaJ2Ju1u4HHrcMbZaU7d5je-4cpulXrgQBGzuzDtZfo7ITED66Ntg4PtPkjocieo9i68IYscp2-7xR4P42xuV_PXO7M0tW5-NKSWjcWPeti0kJGbvQbsdhpkHtZfmHo=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"it","01tSo000003ZfmXIAS","3460001124","1","BIC® 4 Colours® Rainbow Decor + Lanyard","Scopri i nuovi BIC® 4 Colours® Rainbow Decor - La tua vita, il tuo stile! Colora il tuo mondo! Le nostre penne a sfera BIC® 4 Colours® hanno una lunghezza media di scrittura di 8.000 m (test SGS - lunghezza media di scrittura per inchiostro blu, nero, rosso e verde). La nostra leggendaria BIC® 4 Colours® sta diventando sempre più sostenibile, ora con il 13% di plastica in meno nella parte superiore!","4 pens in 1! | Large printing area, almost 360º. | Reliable retracting mechanism: cartridges do not block. | Full in-house manufacturing. | The perfectly spherical tungsten carbide ball contributes to consistent writing. | Long-life ink: high quality, quick drying and smooth writing. | Iconic design with more than 45 years setting the trend in writing instruments.","BIC®","1.60 cm","14.40 cm","1.10 cm","1.10 cm","25.34 cm3","20.00 g","Francia","9608109200","https://api.everisbigcontent.com/edms/rest/v1/links/a3Z4g0IA8DzCwC0yD2gq2oe7cQlPgSK5IqoWqUN8_8Z_zkCqVq8a46RQRtIbr9Bth5qLhyIbkxKLqLVmz4U87S6iRSIJVOQMli0Ktxi3zw8wHXQh_PY0Iq_XBERanm7SzkO5bPVs9VIZTdv9-K-fE3zqx7Qmp5rr2h79_Es_3-U=","45.00 cm","19.00 cm","22.00 cm","18810.00 cm3","300 u.","6000.00 g","Plastica","1","https://api.everisbigcontent.com/edms/rest/v1/links/bD8y0gJmXcl__XOo1NZk2Bmhmk0dWFbc6nTBkxmb6QzqJaJ2Ju1u4HHrcMbZaU7d5je-4cpulXrgQBGzuzDtZfo7ITED66Ntg4PtPkjocieo9i68IYscp2-7xR4P42xuV_PXO7M0tW5-NKSWjcWPeti0kJGbvQbsdhpkHtZfmHo=","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
